"","CpG_chr","CpG_start","CpG_stop","ICR_chr","ICR_start","ICR_stop","CpG_Probe","ICR_id"
"5446","chr16",17364601,17364602,"chr16",17364419,17365021,"cg21213785_BC21","ICR_931"
"5447","chr16",17364631,17364632,"chr16",17364419,17365021,"cg21213786_TC21","ICR_931"
"5448","chr16",17364662,17364663,"chr16",17364419,17365021,"cg21213787_TC21","ICR_931"
"5449","chr16",17364826,17364827,"chr16",17364419,17365021,"cg21213788_BC21","ICR_931"
"5450","chr16",17364930,17364931,"chr16",17364419,17365021,"cg21213789_TC21","ICR_931"
"5451","chr16",17364934,17364935,"chr16",17364419,17365021,"cg21213790_TC21","ICR_931"
"5452","chr16",17364934,17364935,"chr16",17364419,17365021,"cg21213790_TC22","ICR_931"
"5453","chr16",17364942,17364943,"chr16",17364419,17365021,"cg21213791_TC21","ICR_931"
"5454","chr16",17365020,17365021,"chr16",17364419,17365021,"cg21213792_BC21","ICR_931"
"5455","chr16",27327465,27327466,"chr16",27327461,27327798,"cg21317159_TC21","ICR_933"
"5456","chr16",27327506,27327507,"chr16",27327461,27327798,"cg21317160_BC21","ICR_933"
"5457","chr16",27327608,27327609,"chr16",27327461,27327798,"cg21317161_TC21","ICR_933"
"5458","chr16",27327671,27327672,"chr16",27327461,27327798,"cg21317162_TC21","ICR_933"
"5459","chr16",27327671,27327672,"chr16",27327461,27327798,"cg21317162_TC22","ICR_933"
"5460","chr16",27327797,27327798,"chr16",27327461,27327798,"cg21317163_TC21","ICR_933"
"5461","chr16",31224273,31224274,"chr16",31224219,31224409,"cg21384847_TC11","ICR_934"
"5462","chr16",31224276,31224277,"chr16",31224219,31224409,"cg21384848_TC11","ICR_934"
"5463","chr16",31224276,31224277,"chr16",31224219,31224409,"cg21384848_TC12","ICR_934"
"5464","chr16",31224349,31224350,"chr16",31224219,31224409,"cg21384860_BC11","ICR_934"
"5465","chr16",31224376,31224377,"chr16",31224219,31224409,"cg21384861_BC11","ICR_934"
"5466","chr16",31224376,31224377,"chr16",31224219,31224409,"cg21384861_BC12","ICR_934"
"5467","chr16",31224393,31224394,"chr16",31224219,31224409,"cg21384863_BC11","ICR_934"
"5468","chr16",31224393,31224394,"chr16",31224219,31224409,"cg21384863_BC12","ICR_934"
"5469","chr16",31224400,31224401,"chr16",31224219,31224409,"cg21384864_BC11","ICR_934"
"5470","chr16",31224400,31224401,"chr16",31224219,31224409,"cg21384864_BC12","ICR_934"
"5471","chr16",31224406,31224407,"chr16",31224219,31224409,"cg21384865_TC11","ICR_934"
"5472","chr16",31428228,31428229,"chr16",31428163,31428239,"cg21387870_BC11","ICR_935"
"5473","chr16",31428234,31428235,"chr16",31428163,31428239,"cg21387871_TC11","ICR_935"
"5474","chr16",32066243,32066244,"chr16",32066243,32066336,"cg21252906_BC21","ICR_936"
"5475","chr16",32084125,32084126,"chr16",32084125,32084430,"cg21394952_TO11","ICR_937"
"5476","chr16",32084134,32084135,"chr16",32084125,32084430,"cg21394953_TO11","ICR_937"
"5477","chr16",33680831,33680832,"chr16",33680827,33680944,"cg13876921_TC21","ICR_945"
"5478","chr16",33680881,33680882,"chr16",33680827,33680944,"cg21406248_BC21","ICR_945"
"5479","chr16",33680881,33680882,"chr16",33680827,33680944,"cg21406248_BC22","ICR_945"
"5480","chr16",33680909,33680910,"chr16",33680827,33680944,"cg21406250_TC21","ICR_945"
"5481","chr16",33680909,33680910,"chr16",33680827,33680944,"cg21406250_TC22","ICR_945"
"5482","chr16",34134000,34134001,"chr16",34133987,34134110,"cg21410626_TO11","ICR_947"
"5483","chr16",34134109,34134110,"chr16",34133987,34134110,"cg21410634_BC11","ICR_947"
"5484","chr16",34134109,34134110,"chr16",34133987,34134110,"cg21410634_BC12","ICR_947"
"5485","chr16",34134599,34134600,"chr16",34134511,34134657,"cg21410658_BC21","ICR_948"
"5486","chr16",34150909,34150910,"chr16",34150895,34150953,"cg21411117_TC21","ICR_949"
"5487","chr16",34150911,34150912,"chr16",34150895,34150953,"cg21411118_TC11","ICR_949"
"5488","chr16",34150933,34150934,"chr16",34150895,34150953,"cg21411119_TC21","ICR_949"
"5489","chr16",34150933,34150934,"chr16",34150895,34150953,"cg21411119_TC22","ICR_949"
"5490","chr16",34150935,34150936,"chr16",34150895,34150953,"cg21411120_BC21","ICR_949"
"5491","chr16",34150952,34150953,"chr16",34150895,34150953,"cg21411121_BC21","ICR_949"
"5492","chr16",34150952,34150953,"chr16",34150895,34150953,"cg21411121_BC22","ICR_949"
"5493","chr16",34153969,34153970,"chr16",34153969,34154041,"cg21411198_TC21","ICR_950"
"5494","chr16",34153999,34154000,"chr16",34153969,34154041,"cg21411199_TC21","ICR_950"
"5495","chr16",34159047,34159048,"chr16",34158988,34159048,"cg14544620_TC21","ICR_951"
"5496","chr16",34641101,34641102,"chr16",34641101,34641465,"cg21417219_TC21","ICR_952"
"5497","chr16",34641192,34641193,"chr16",34641101,34641465,"cg21417221_TC21","ICR_952"
"5498","chr16",34641464,34641465,"chr16",34641101,34641465,"cg21417224_TC21","ICR_952"
"5499","chr16",35208275,35208276,"chr16",35208268,35208463,"cg21424449_TC11","ICR_954"
"5500","chr16",35208333,35208334,"chr16",35208268,35208463,"cg21424453_BC21","ICR_954"
"5501","chr16",35208382,35208383,"chr16",35208268,35208463,"cg21424456_TC11","ICR_954"
"5502","chr16",35208416,35208417,"chr16",35208268,35208463,"cg21424457_BC21","ICR_954"
"5503","chr16",35208416,35208417,"chr16",35208268,35208463,"cg21424457_BC22","ICR_954"
"5504","chr16",35246977,35246978,"chr16",35246811,35248137,"cg21424754_TC21","ICR_955"
"5505","chr16",35246977,35246978,"chr16",35246811,35248137,"cg21424754_TC22","ICR_955"
"5506","chr16",35247532,35247533,"chr16",35246811,35248137,"cg21424756_TC21","ICR_955"
"5507","chr16",35247820,35247821,"chr16",35246811,35248137,"cg21424759_BC21","ICR_955"
"5508","chr16",35248136,35248137,"chr16",35246811,35248137,"cg21424760_BC21","ICR_955"
"5509","chr16",35271908,35271909,"chr16",35271908,35272955,"cg21424958_TO11","ICR_956"
"5510","chr16",35272097,35272098,"chr16",35271908,35272955,"cg21424960_TO21","ICR_956"
"5511","chr16",35272179,35272180,"chr16",35271908,35272955,"cg21424961_TC21","ICR_956"
"5512","chr16",35272310,35272311,"chr16",35271908,35272955,"cg21424962_BC21","ICR_956"
"5513","chr16",35272377,35272378,"chr16",35271908,35272955,"cg21424963_TC21","ICR_956"
"5514","chr16",35272556,35272557,"chr16",35271908,35272955,"cg21424964_BC21","ICR_956"
"5515","chr16",35272556,35272557,"chr16",35271908,35272955,"cg21424964_BC22","ICR_956"
"5516","chr16",35272954,35272955,"chr16",35271908,35272955,"cg21424965_TO11","ICR_956"
"5517","chr16",35397169,35397170,"chr16",35397155,35398017,"cg21425816_BC21","ICR_957"
"5518","chr16",35397499,35397500,"chr16",35397155,35398017,"cg21425817_TC21","ICR_957"
"5519","chr16",35397638,35397639,"chr16",35397155,35398017,"cg21425818_BO11","ICR_957"
"5520","chr16",35397638,35397639,"chr16",35397155,35398017,"cg21425818_BO12","ICR_957"
"5521","chr16",35397684,35397685,"chr16",35397155,35398017,"cg21425819_BC21","ICR_957"
"5522","chr16",35397684,35397685,"chr16",35397155,35398017,"cg21425819_BC22","ICR_957"
"5523","chr16",35397962,35397963,"chr16",35397155,35398017,"cg21425820_TC21","ICR_957"
"5524","chr16",35397962,35397963,"chr16",35397155,35398017,"cg21425820_TC22","ICR_957"
"5525","chr16",35398015,35398016,"chr16",35397155,35398017,"cg21425821_TO11","ICR_957"
"5526","chr16",35434222,35434223,"chr16",35434222,35436923,"cg21426044_BC21","ICR_958"
"5527","chr16",35435694,35435695,"chr16",35434222,35436923,"cg21426046_BC21","ICR_958"
"5528","chr16",35435786,35435787,"chr16",35434222,35436923,"cg21426047_TC21","ICR_958"
"5529","chr16",35435786,35435787,"chr16",35434222,35436923,"cg21426047_TC22","ICR_958"
"5530","chr16",35435869,35435870,"chr16",35434222,35436923,"cg21426048_BC21","ICR_958"
"5531","chr16",35435869,35435870,"chr16",35434222,35436923,"cg21426048_BC22","ICR_958"
"5532","chr16",35436006,35436007,"chr16",35434222,35436923,"cg21426049_BC21","ICR_958"
"5533","chr16",35436921,35436922,"chr16",35434222,35436923,"cg21426053_TC21","ICR_958"
"5534","chr16",35492480,35492481,"chr16",35492462,35492505,"cg19913557_TC11","ICR_959"
"5535","chr16",35631097,35631098,"chr16",35631097,35632919,"cg21427575_BC21","ICR_960"
"5536","chr16",35631440,35631441,"chr16",35631097,35632919,"cg21427576_BC21","ICR_960"
"5537","chr16",35631440,35631441,"chr16",35631097,35632919,"cg21427576_BC22","ICR_960"
"5538","chr16",35631480,35631481,"chr16",35631097,35632919,"cg21427577_BC21","ICR_960"
"5539","chr16",35632213,35632214,"chr16",35631097,35632919,"cg21427579_TC21","ICR_960"
"5540","chr16",35632902,35632903,"chr16",35631097,35632919,"cg21427582_BO11","ICR_960"
"5541","chr16",35690978,35690979,"chr16",35690946,35691217,"cg21427921_BC21","ICR_961"
"5542","chr16",35691051,35691052,"chr16",35690946,35691217,"cg21427922_TC21","ICR_961"
"5543","chr16",35691051,35691052,"chr16",35690946,35691217,"cg21427922_TC22","ICR_961"
"5544","chr16",35691121,35691122,"chr16",35690946,35691217,"cg21427923_TC21","ICR_961"
"5545","chr16",35691216,35691217,"chr16",35690946,35691217,"cg21427924_TC21","ICR_961"
"5546","chr16",35691216,35691217,"chr16",35690946,35691217,"cg21427924_TC22","ICR_961"
"5547","chr16",46757357,46757358,"chr16",46757357,46757691,"cg21444607_BC21","ICR_962"
"5548","chr16",46757442,46757443,"chr16",46757357,46757691,"cg21444609_BC21","ICR_962"
"5549","chr16",46757442,46757443,"chr16",46757357,46757691,"cg21444609_BC22","ICR_962"
"5550","chr16",46757445,46757446,"chr16",46757357,46757691,"cg21444610_TC11","ICR_962"
"5551","chr16",46757474,46757475,"chr16",46757357,46757691,"cg21444612_BC21","ICR_962"
"5552","chr16",46757474,46757475,"chr16",46757357,46757691,"cg21444612_BC22","ICR_962"
"5553","chr16",46757572,46757573,"chr16",46757357,46757691,"cg21444615_TC21","ICR_962"
"5554","chr16",46757572,46757573,"chr16",46757357,46757691,"cg21444615_TC22","ICR_962"
"5555","chr16",46757576,46757577,"chr16",46757357,46757691,"cg21444616_BC11","ICR_962"
"5556","chr16",46757642,46757643,"chr16",46757357,46757691,"cg21444618_TC21","ICR_962"
"5557","chr16",46757660,46757661,"chr16",46757357,46757691,"cg21444619_BC21","ICR_962"
"5558","chr16",46757690,46757691,"chr16",46757357,46757691,"cg20470236_BC21","ICR_962"
"5559","chr16",55760601,55760602,"chr16",55760601,55760930,"cg21532957_TC21","ICR_963"
"5560","chr16",55760601,55760602,"chr16",55760601,55760930,"cg21532957_TC22","ICR_963"
"5561","chr16",55760629,55760630,"chr16",55760601,55760930,"cg21532960_BC11","ICR_963"
"5562","chr16",55760682,55760683,"chr16",55760601,55760930,"cg16372632_TC11","ICR_963"
"5563","chr16",55760682,55760683,"chr16",55760601,55760930,"cg16372632_TC12","ICR_963"
"5564","chr16",55760684,55760685,"chr16",55760601,55760930,"cg21532962_TC21","ICR_963"
"5565","chr16",55760718,55760719,"chr16",55760601,55760930,"cg21532963_TC21","ICR_963"
"5566","chr16",55760749,55760750,"chr16",55760601,55760930,"cg21532964_BC21","ICR_963"
"5567","chr16",55760766,55760767,"chr16",55760601,55760930,"cg21532966_BC21","ICR_963"
"5568","chr16",55760809,55760810,"chr16",55760601,55760930,"cg21532970_TC21","ICR_963"
"5569","chr16",55760809,55760810,"chr16",55760601,55760930,"cg21532970_TC22","ICR_963"
"5570","chr16",55760811,55760812,"chr16",55760601,55760930,"cg21532971_TC21","ICR_963"
"5571","chr16",55760865,55760866,"chr16",55760601,55760930,"cg21532972_TC21","ICR_963"
"5572","chr16",55760865,55760866,"chr16",55760601,55760930,"cg21532972_TC22","ICR_963"
"5573","chr16",55760901,55760902,"chr16",55760601,55760930,"cg21532975_BC21","ICR_963"
"5574","chr16",57889946,57889947,"chr16",57889830,57890669,"cg21559855_BC21","ICR_964"
"5575","chr16",57890093,57890094,"chr16",57889830,57890669,"cg21559857_BC21","ICR_964"
"5576","chr16",57890140,57890141,"chr16",57889830,57890669,"cg21559858_TC21","ICR_964"
"5577","chr16",57890338,57890339,"chr16",57889830,57890669,"cg21559859_TC21","ICR_964"
"5578","chr16",57890349,57890350,"chr16",57889830,57890669,"cg21559860_BC21","ICR_964"
"5579","chr16",57890349,57890350,"chr16",57889830,57890669,"cg21559860_BC22","ICR_964"
"5580","chr16",57890359,57890360,"chr16",57889830,57890669,"cg21559861_BC21","ICR_964"
"5581","chr16",57890668,57890669,"chr16",57889830,57890669,"cg21559862_BC21","ICR_964"
"5582","chr16",66845872,66845873,"chr16",66845422,66846154,"cg21630558_TO11","ICR_965"
"5583","chr16",66845903,66845904,"chr16",66845422,66846154,"cg10394757_TC21","ICR_965"
"5584","chr16",66845950,66845951,"chr16",66845422,66846154,"cg21630559_BC21","ICR_965"
"5585","chr16",66845957,66845958,"chr16",66845422,66846154,"cg21630560_TC21","ICR_965"
"5586","chr16",66845957,66845958,"chr16",66845422,66846154,"cg21630560_TC22","ICR_965"
"5587","chr16",66845983,66845984,"chr16",66845422,66846154,"cg21630561_BC21","ICR_965"
"5588","chr16",66845992,66845993,"chr16",66845422,66846154,"cg21630562_BC21","ICR_965"
"5589","chr16",66845992,66845993,"chr16",66845422,66846154,"cg21630562_BC22","ICR_965"
"5590","chr16",66846054,66846055,"chr16",66845422,66846154,"cg21630563_TC21","ICR_965"
"5591","chr16",66846116,66846117,"chr16",66845422,66846154,"cg21630564_TC21","ICR_965"
"5592","chr16",66846153,66846154,"chr16",66845422,66846154,"cg21630565_BC21","ICR_965"
"5593","chr16",67654636,67654637,"chr16",67654636,67654865,"cg21645097_BO11","ICR_966"
"5594","chr16",67654655,67654656,"chr16",67654636,67654865,"cg21645098_BC21","ICR_966"
"5595","chr16",67654669,67654670,"chr16",67654636,67654865,"cg21645099_TC11","ICR_966"
"5596","chr16",67654722,67654723,"chr16",67654636,67654865,"cg21645101_TC21","ICR_966"
"5597","chr16",67654740,67654741,"chr16",67654636,67654865,"cg21645102_TC11","ICR_966"
"5598","chr16",67654742,67654743,"chr16",67654636,67654865,"cg21645104_TC21","ICR_966"
"5599","chr16",67654742,67654743,"chr16",67654636,67654865,"cg21645104_TC22","ICR_966"
"5600","chr16",67654758,67654759,"chr16",67654636,67654865,"cg21645105_TC11","ICR_966"
"5601","chr16",67654777,67654778,"chr16",67654636,67654865,"cg21645106_BC21","ICR_966"
"5602","chr16",67654780,67654781,"chr16",67654636,67654865,"cg21645107_BC21","ICR_966"
"5603","chr16",67654828,67654829,"chr16",67654636,67654865,"cg21645108_TO11","ICR_966"
"5604","chr16",67654864,67654865,"chr16",67654636,67654865,"cg21645110_BC21","ICR_966"
"5605","chr16",67654864,67654865,"chr16",67654636,67654865,"cg21645110_BC22","ICR_966"
"5606","chr16",70450871,70450872,"chr16",70450850,70451346,"cg21688698_BC11","ICR_967"
"5607","chr16",70450940,70450941,"chr16",70450850,70451346,"cg21688702_TC21","ICR_967"
"5608","chr16",70450940,70450941,"chr16",70450850,70451346,"cg21688702_TC22","ICR_967"
"5609","chr16",70451028,70451029,"chr16",70450850,70451346,"cg21688711_TO11","ICR_967"
"5610","chr16",70451035,70451036,"chr16",70450850,70451346,"cg21688712_BO11","ICR_967"
"5611","chr16",70451087,70451088,"chr16",70450850,70451346,"cg21688715_TC11","ICR_967"
"5612","chr16",70451093,70451094,"chr16",70450850,70451346,"cg21688716_BC11","ICR_967"
"5613","chr16",70451093,70451094,"chr16",70450850,70451346,"cg21688716_BC12","ICR_967"
"5614","chr16",70451099,70451100,"chr16",70450850,70451346,"cg21688717_TC11","ICR_967"
"5615","chr16",70451125,70451126,"chr16",70450850,70451346,"cg21688719_TC11","ICR_967"
"5616","chr16",70451156,70451157,"chr16",70450850,70451346,"cg21688723_BO11","ICR_967"
"5617","chr16",70451310,70451311,"chr16",70450850,70451346,"cg26893623_TC11","ICR_967"
"5618","chr16",70451321,70451322,"chr16",70450850,70451346,"cg21688733_BC21","ICR_967"
"5619","chr16",70451321,70451322,"chr16",70450850,70451346,"cg21688733_BC22","ICR_967"
"5620","chr16",71383779,71383780,"chr16",71383779,71384024,"cg21698580_BC21","ICR_969"
"5621","chr16",71383779,71383780,"chr16",71383779,71384024,"cg21698580_BC22","ICR_969"
"5622","chr16",71383809,71383810,"chr16",71383779,71384024,"cg21698581_TC21","ICR_969"
"5623","chr16",71383809,71383810,"chr16",71383779,71384024,"cg21698581_TC22","ICR_969"
"5624","chr16",71383846,71383847,"chr16",71383779,71384024,"cg21698582_TC21","ICR_969"
"5625","chr16",71383870,71383871,"chr16",71383779,71384024,"cg21698583_BC21","ICR_969"
"5626","chr16",71383870,71383871,"chr16",71383779,71384024,"cg21698583_BC22","ICR_969"
"5627","chr16",71383879,71383880,"chr16",71383779,71384024,"cg21698584_BC11","ICR_969"
"5628","chr16",71383879,71383880,"chr16",71383779,71384024,"cg21698584_BC12","ICR_969"
"5629","chr16",71383972,71383973,"chr16",71383779,71384024,"cg21698585_BC21","ICR_969"
"5630","chr16",71383989,71383990,"chr16",71383779,71384024,"cg21698586_BC21","ICR_969"
"5631","chr16",71384023,71384024,"chr16",71383779,71384024,"cg21698587_TC21","ICR_969"
"5632","chr16",71384023,71384024,"chr16",71383779,71384024,"cg21698587_TC22","ICR_969"
"5633","chr16",73171235,73171236,"chr16",73171235,73171514,"cg21719350_BC21","ICR_970"
"5634","chr16",73171304,73171305,"chr16",73171235,73171514,"cg21719351_TC21","ICR_970"
"5635","chr16",73171315,73171316,"chr16",73171235,73171514,"cg21719352_TC21","ICR_970"
"5636","chr16",73171350,73171351,"chr16",73171235,73171514,"cg21719353_TC21","ICR_970"
"5637","chr16",73171492,73171493,"chr16",73171235,73171514,"cg21719354_TC21","ICR_970"
"5638","chr16",73171492,73171493,"chr16",73171235,73171514,"cg21719354_TC22","ICR_970"
"5639","chr16",73171501,73171502,"chr16",73171235,73171514,"cg21719355_BC11","ICR_970"
"5640","chr16",73171513,73171514,"chr16",73171235,73171514,"cg21719356_TC21","ICR_970"
"5641","chr16",73171513,73171514,"chr16",73171235,73171514,"cg21719356_TC22","ICR_970"
"5642","chr16",79037696,79037697,"chr16",79037696,79038236,"cg21783377_BC21","ICR_971"
"5643","chr16",79037868,79037869,"chr16",79037696,79038236,"cg21783378_TC21","ICR_971"
"5644","chr16",79037919,79037920,"chr16",79037696,79038236,"cg21783379_BC21","ICR_971"
"5645","chr16",79037938,79037939,"chr16",79037696,79038236,"cg21783380_TC21","ICR_971"
"5646","chr16",79038060,79038061,"chr16",79037696,79038236,"cg21783382_TC21","ICR_971"
"5647","chr16",79038235,79038236,"chr16",79037696,79038236,"cg21783384_BC21","ICR_971"
"5648","chr16",79328608,79328609,"chr16",79328592,79329315,"cg21786826_BC21","ICR_972"
"5649","chr16",79328837,79328838,"chr16",79328592,79329315,"cg21786827_BC21","ICR_972"
"5650","chr16",79328837,79328838,"chr16",79328592,79329315,"cg21786827_BC22","ICR_972"
"5651","chr16",79329037,79329038,"chr16",79328592,79329315,"cg21786829_TC21","ICR_972"
"5652","chr16",79329037,79329038,"chr16",79328592,79329315,"cg21786829_TC22","ICR_972"
"5653","chr16",79329052,79329053,"chr16",79328592,79329315,"cg21786830_BC11","ICR_972"
"5654","chr16",79329139,79329140,"chr16",79328592,79329315,"cg21786831_BC21","ICR_972"
"5655","chr16",79838819,79838820,"chr16",79838819,79839867,"cg21792184_TC21","ICR_973"
"5656","chr16",79838900,79838901,"chr16",79838819,79839867,"cg21792186_BC21","ICR_973"
"5657","chr16",79839015,79839016,"chr16",79838819,79839867,"cg21792187_TC21","ICR_973"
"5658","chr16",79839026,79839027,"chr16",79838819,79839867,"cg21792188_TC21","ICR_973"
"5659","chr16",79839049,79839050,"chr16",79838819,79839867,"cg21792189_TC11","ICR_973"
"5660","chr16",79839123,79839124,"chr16",79838819,79839867,"cg21792190_BC21","ICR_973"
"5661","chr16",79839132,79839133,"chr16",79838819,79839867,"cg21792191_TC21","ICR_973"
"5662","chr16",79839424,79839425,"chr16",79838819,79839867,"cg21792193_BC21","ICR_973"
"5663","chr16",79839485,79839486,"chr16",79838819,79839867,"cg21792194_BC21","ICR_973"
"5664","chr16",79839520,79839521,"chr16",79838819,79839867,"cg21792195_BC21","ICR_973"
"5665","chr16",79839865,79839866,"chr16",79838819,79839867,"cg21792196_TO21","ICR_973"
"5666","chr16",85263026,85263027,"chr16",85263026,85263356,"cg21865966_TO11","ICR_974"
"5667","chr16",85263040,85263041,"chr16",85263026,85263356,"cg21865967_TO11","ICR_974"
"5668","chr16",85263042,85263043,"chr16",85263026,85263356,"cg21865968_TO11","ICR_974"
"5669","chr16",85263050,85263051,"chr16",85263026,85263356,"cg21865969_TO11","ICR_974"
"5670","chr16",85263057,85263058,"chr16",85263026,85263356,"cg21865970_TC11","ICR_974"
"5671","chr16",85263063,85263064,"chr16",85263026,85263356,"cg21865971_BC11","ICR_974"
"5672","chr16",85263095,85263096,"chr16",85263026,85263356,"cg21865973_BC11","ICR_974"
"5673","chr16",85263097,85263098,"chr16",85263026,85263356,"cg21865974_TC21","ICR_974"
"5674","chr16",85263133,85263134,"chr16",85263026,85263356,"cg21865975_TO11","ICR_974"
"5675","chr16",85263322,85263323,"chr16",85263026,85263356,"cg21865977_BC11","ICR_974"
"5676","chr16",85263355,85263356,"chr16",85263026,85263356,"cg21865978_TC21","ICR_974"
"5677","chr16",85480229,85480230,"chr16",85480229,85480623,"cg21871351_BC21","ICR_975"
"5678","chr16",85480271,85480272,"chr16",85480229,85480623,"cg21871352_TC21","ICR_975"
"5679","chr16",85480313,85480314,"chr16",85480229,85480623,"cg21871353_BC11","ICR_975"
"5680","chr16",85480335,85480336,"chr16",85480229,85480623,"cg21871354_BC21","ICR_975"
"5681","chr16",85480352,85480353,"chr16",85480229,85480623,"cg21871355_TC11","ICR_975"
"5682","chr16",85480489,85480490,"chr16",85480229,85480623,"cg21871360_TC21","ICR_975"
"5683","chr16",85480525,85480526,"chr16",85480229,85480623,"cg21871361_BC21","ICR_975"
"5684","chr16",85480568,85480569,"chr16",85480229,85480623,"cg21871362_TC21","ICR_975"
"5685","chr16",85480597,85480598,"chr16",85480229,85480623,"cg21871363_BC21","ICR_975"
"5686","chr16",85480622,85480623,"chr16",85480229,85480623,"cg21871364_TC21","ICR_975"
"5687","chr16",87518008,87518009,"chr16",87517951,87518116,"cg21911412_TC21","ICR_976"
"5688","chr16",87518033,87518034,"chr16",87517951,87518116,"cg21911413_TC11","ICR_976"
"5689","chr16",87518058,87518059,"chr16",87517951,87518116,"cg21911414_BC11","ICR_976"
"5690","chr16",87518060,87518061,"chr16",87517951,87518116,"cg21911415_TC21","ICR_976"
"5691","chr16",88186740,88186741,"chr16",88186740,88186914,"cg21929105_TC21","ICR_977"
"5692","chr16",88186774,88186775,"chr16",88186740,88186914,"cg21929106_TO11","ICR_977"
"5693","chr16",88186781,88186782,"chr16",88186740,88186914,"cg21929107_TO11","ICR_977"
"5694","chr16",88431176,88431177,"chr16",88431176,88431330,"cg21935209_BC11","ICR_978"
"5695","chr16",88431205,88431206,"chr16",88431176,88431330,"cg21935210_BC21","ICR_978"
"5696","chr16",88431205,88431206,"chr16",88431176,88431330,"cg21935210_BC22","ICR_978"
"5697","chr16",88431227,88431228,"chr16",88431176,88431330,"cg21935212_TC11","ICR_978"
"5698","chr16",88431227,88431228,"chr16",88431176,88431330,"cg21935212_TC12","ICR_978"
"5699","chr16",88431249,88431250,"chr16",88431176,88431330,"cg21935213_TC11","ICR_978"
"5700","chr16",88431272,88431273,"chr16",88431176,88431330,"cg21935214_BC11","ICR_978"
"5701","chr16",88431275,88431276,"chr16",88431176,88431330,"cg21935215_TC11","ICR_978"
"5702","chr16",88431275,88431276,"chr16",88431176,88431330,"cg21935215_TC12","ICR_978"
"5703","chr16",88431311,88431312,"chr16",88431176,88431330,"cg21935218_TO11","ICR_978"
"5704","chr17",335948,335949,"chr17",335948,336142,"cg21991718_BC11","ICR_979"
"5705","chr17",335964,335965,"chr17",335948,336142,"cg19446165_BC21","ICR_979"
"5706","chr17",335964,335965,"chr17",335948,336142,"cg19446165_BC22","ICR_979"
"5707","chr17",336006,336007,"chr17",335948,336142,"cg21991720_BC21","ICR_979"
"5708","chr17",336025,336026,"chr17",335948,336142,"cg21991721_BC21","ICR_979"
"5709","chr17",336093,336094,"chr17",335948,336142,"cg21991722_TO21","ICR_979"
"5710","chr17",336109,336110,"chr17",335948,336142,"cg21991724_TC21","ICR_979"
"5711","chr17",336109,336110,"chr17",335948,336142,"cg21991724_TC22","ICR_979"
"5712","chr17",336117,336118,"chr17",335948,336142,"cg21991725_TC21","ICR_979"
"5713","chr17",336141,336142,"chr17",335948,336142,"cg21991726_BC21","ICR_979"
"5714","chr17",753057,753058,"chr17",753057,753176,"cg21999411_TC21","ICR_980"
"5715","chr17",753059,753060,"chr17",753057,753176,"cg21999412_BC11","ICR_980"
"5716","chr17",1492521,1492522,"chr17",1492496,1492586,"cg22019972_TC11","ICR_981"
"5717","chr17",1492560,1492561,"chr17",1492496,1492586,"cg22019974_TC11","ICR_981"
"5718","chr17",1961066,1961067,"chr17",1961066,1961305,"cg23538400_TC21","ICR_982"
"5719","chr17",1961147,1961148,"chr17",1961066,1961305,"cg22031802_BC21","ICR_982"
"5720","chr17",2122708,2122709,"chr17",2122708,2123630,"cg22036076_BC21","ICR_983"
"5721","chr17",2122857,2122858,"chr17",2122708,2123630,"cg22036077_BC21","ICR_983"
"5722","chr17",2123064,2123065,"chr17",2122708,2123630,"cg12660171_BC21","ICR_983"
"5723","chr17",2123064,2123065,"chr17",2122708,2123630,"cg12660171_BC22","ICR_983"
"5724","chr17",2123080,2123081,"chr17",2122708,2123630,"cg22036078_TC21","ICR_983"
"5725","chr17",2123087,2123088,"chr17",2122708,2123630,"cg22036079_BC21","ICR_983"
"5726","chr17",2123087,2123088,"chr17",2122708,2123630,"cg22036079_BC22","ICR_983"
"5727","chr17",2123102,2123103,"chr17",2122708,2123630,"cg22036080_TC11","ICR_983"
"5728","chr17",2123156,2123157,"chr17",2122708,2123630,"cg22036083_TC11","ICR_983"
"5729","chr17",2123230,2123231,"chr17",2122708,2123630,"cg22036085_TC21","ICR_983"
"5730","chr17",2123230,2123231,"chr17",2122708,2123630,"cg22036085_TC22","ICR_983"
"5731","chr17",2123238,2123239,"chr17",2122708,2123630,"cg15816464_TC21","ICR_983"
"5732","chr17",2123336,2123337,"chr17",2122708,2123630,"cg22036086_TC21","ICR_983"
"5733","chr17",2123336,2123337,"chr17",2122708,2123630,"cg22036086_TC22","ICR_983"
"5734","chr17",2123394,2123395,"chr17",2122708,2123630,"cg22036087_TO21","ICR_983"
"5735","chr17",2123394,2123395,"chr17",2122708,2123630,"cg22036087_TO22","ICR_983"
"5736","chr17",2123398,2123399,"chr17",2122708,2123630,"cg22036088_TO11","ICR_983"
"5737","chr17",2123440,2123441,"chr17",2122708,2123630,"cg22036089_BO21","ICR_983"
"5738","chr17",2123629,2123630,"chr17",2122708,2123630,"cg22036090_BC21","ICR_983"
"5739","chr17",2123629,2123630,"chr17",2122708,2123630,"cg22036090_BC22","ICR_983"
"5740","chr17",2691906,2691907,"chr17",2691898,2691997,"cg22046536_BC11","ICR_984"
"5741","chr17",2691965,2691966,"chr17",2691898,2691997,"cg22046544_BC11","ICR_984"
"5742","chr17",2691976,2691977,"chr17",2691898,2691997,"cg22046546_TC11","ICR_984"
