ID,ICR_chr,ICR_start,ICR_end,ICR_id,CpG_chr,CpG_start,CpG_end,Number_of_somatic_tissue,smatic_tissue_list,Brain_found,Liver_found,Kidney_found,Assay_Design_Id,Top_Sequence,Locus_Name,DesignQC,,,,DesignQC
15008,17,21843634,21843712,ICR_1001,17,21843666,21843667,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
15011,17,21843634,21843712,ICR_1001,17,21843672,21843673,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
15013,17,21843634,21843712,ICR_1001,17,21843674,21843675,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
15015,17,21843634,21843712,ICR_1001,17,21843692,21843693,2,"1,3",1,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
15017,17,21843634,21843712,ICR_1001,17,21843695,21843696,2,"1,3",1,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
15019,17,21843634,21843712,ICR_1001,17,21843711,21843712,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
15042,17,26733376,26735171,ICR_1003,17,26735170,26735171,3,"1,2,3",1,1,1,,,,CGdb - Not found,,,,
15144,17,44326010,44326327,ICR_1014,17,44326186,44326187,3,"1,2,3",1,1,1,,,cg22583328,BSmap - Multimapper,,,,
15358,18,112155,112491,ICR_1033,18,112211,112212,3,"1,2,3",1,1,1,,,cg15865421,CGdb - Multimapper,,,,
15364,18,112155,112491,ICR_1033,18,112330,112331,3,"1,2,3",1,1,1,,,cg07541864,CGdb - Multimapper,,,,
15365,18,112155,112491,ICR_1033,18,112335,112336,3,"1,2,3",1,1,1,,,cg07541863,CGdb - Multimapper,,,,
15366,18,112155,112491,ICR_1033,18,112343,112344,3,"1,2,3",1,1,1,,,cg07541862,CGdb - Multimapper,,,,
15367,18,112155,112491,ICR_1033,18,112351,112352,3,"1,2,3",1,1,1,,,cg07541614,CGdb - Multimapper,,,,
15368,18,112155,112491,ICR_1033,18,112372,112373,3,"1,2,3",1,1,1,,,cg07541613,CGdb - Multimapper,,,,
15369,18,112155,112491,ICR_1033,18,112374,112375,3,"1,2,3",1,1,1,,,cg07541612,CGdb - Multimapper,,,,
15370,18,112155,112491,ICR_1033,18,112389,112390,3,"1,2,3",1,1,1,,,cg07541611,CGdb - Multimapper,,,,
15371,18,112155,112491,ICR_1033,18,112399,112400,3,"1,2,3",1,1,1,,,cg07541609,CGdb - Multimapper,,,,
15372,18,112155,112491,ICR_1033,18,112408,112409,3,"1,2,3",1,1,1,,,cg07541608,CGdb - Multimapper,,,,
15373,18,112155,112491,ICR_1033,18,112414,112415,3,"1,2,3",1,1,1,,,cg07541607,CGdb - Multimapper,,,,
15374,18,112155,112491,ICR_1033,18,112425,112426,3,"1,2,3",1,1,1,,,cg07541606,CGdb - Multimapper,,,,
15375,18,112155,112491,ICR_1033,18,112427,112428,3,"1,2,3",1,1,1,,,cg07541605,CGdb - Multimapper,,,,
15376,18,112155,112491,ICR_1033,18,112453,112454,3,"1,2,3",1,1,1,,,cg07541861,CGdb - Multimapper,,,,
15377,18,112155,112491,ICR_1033,18,112466,112467,3,"1,2,3",1,1,1,,,cg07541860,CGdb - Multimapper,,,,
15393,18,3602323,3602519,ICR_1034,18,3602511,3602512,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
15467,18,76491397,76491450,ICR_1042,18,76491397,76491398,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
15617,18,79616752,79617334,ICR_1048,18,79617326,79617327,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
15741,19,386289,386791,ICR_1054,19,386608,386609,3,"1,2,3",1,1,1,,,cg00947213,CGdb - Multimapper,,,,
15742,19,386289,386791,ICR_1054,19,386619,386620,3,"1,2,3",1,1,1,,,cg00947214,CGdb - Multimapper,,,,
15743,19,386289,386791,ICR_1054,19,386626,386627,3,"1,2,3",1,1,1,,,cg00947215,CGdb - Multimapper,,,,
15744,19,386289,386791,ICR_1054,19,386632,386633,3,"1,2,3",1,1,1,,,cg00947216,CGdb - Multimapper,,,,
15745,19,386289,386791,ICR_1054,19,386645,386646,3,"1,2,3",1,1,1,,,cg00947217,CGdb - Multimapper,,,,
15746,19,386289,386791,ICR_1054,19,386651,386652,3,"1,2,3",1,1,1,,,cg00947218,CGdb - Multimapper,,,,
15747,19,386289,386791,ICR_1054,19,386660,386661,3,"1,2,3",1,1,1,,,cg00947219,CGdb - Multimapper,,,,
15979,19,6461119,6461350,ICR_1077,19,6461294,6461295,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
15980,19,6461119,6461350,ICR_1077,19,6461327,6461328,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
16020,19,7646033,7646285,ICR_1082,19,7646033,7646034,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
16022,19,7646033,7646285,ICR_1082,19,7646062,7646063,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
16025,19,7646033,7646285,ICR_1082,19,7646111,7646112,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
16027,19,7646033,7646285,ICR_1082,19,7646121,7646122,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
16029,19,7646033,7646285,ICR_1082,19,7646182,7646183,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
16951,19,55545891,55546024,ICR_1140,19,55545911,55545912,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
16956,19,55545891,55546024,ICR_1140,19,55546020,55546021,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
16958,19,55545891,55546024,ICR_1140,19,55546023,55546024,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
17539,20,29729579,29732420,ICR_1169,20,29729579,29729580,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
17541,20,29729579,29732420,ICR_1169,20,29730125,29730126,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
17665,20,30288471,30289510,ICR_1181,20,30289490,30289491,3,"1,2,3",1,1,1,,,cg17646983,CGdb - Multimapper,,,,
17666,20,30288471,30289510,ICR_1181,20,30289498,30289499,3,"1,2,3",1,1,1,,,cg17646984,CGdb - Multimapper,,,,
17667,20,30288471,30289510,ICR_1181,20,30289500,30289501,3,"1,2,3",1,1,1,,,cg17646985,CGdb - Multimapper,,,,
17668,20,30288471,30289510,ICR_1181,20,30289509,30289510,3,"1,2,3",1,1,1,,,cg17646986,CGdb - Multimapper,,,,
17674,20,30488015,30488659,ICR_1182,20,30488081,30488082,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
19064,20,63262397,63262526,ICR_1215,20,63262414,63262415,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
19111,21,5223187,5224121,ICR_1220,21,5223774,5223775,3,"1,2,3",1,1,1,,,cg25118216,CGdb - Multimapper,,,,
19131,21,8205580,8205618,ICR_1223,21,8205592,8205593,3,"1,2,3",1,1,1,,,cg25620533,CGdb - Multimapper,,,,
19132,21,8205580,8205618,ICR_1223,21,8205600,8205601,3,"1,2,3",1,1,1,,,cg25620534,CGdb - Multimapper,,,,
19133,21,8205580,8205618,ICR_1223,21,8205604,8205605,3,"1,2,3",1,1,1,,,cg25620535,CGdb - Multimapper,,,,
19134,21,8205580,8205618,ICR_1223,21,8205610,8205611,3,"1,2,3",1,1,1,,,cg25620536,CGdb - Multimapper,,,,
19135,21,8205580,8205618,ICR_1223,21,8205617,8205618,3,"1,2,3",1,1,1,,,cg25620537,CGdb - Multimapper,,,,
19136,21,8205885,8206106,ICR_1224,21,8205886,8205887,3,"1,2,3",1,1,1,,,cg25620575,CGdb - Multimapper,,,,
19137,21,8205885,8206106,ICR_1224,21,8205888,8205889,3,"1,2,3",1,1,1,,,cg25620576,CGdb - Multimapper,,,,
19138,21,8205885,8206106,ICR_1224,21,8205891,8205892,3,"1,2,3",1,1,1,,,cg25620577,CGdb - Multimapper,,,,
19139,21,8205885,8206106,ICR_1224,21,8205900,8205901,3,"1,2,3",1,1,1,,,cg25620578,CGdb - Multimapper,,,,
19140,21,8205885,8206106,ICR_1224,21,8205903,8205904,3,"1,2,3",1,1,1,,,cg25620579,CGdb - Multimapper,,,,
19141,21,8205885,8206106,ICR_1224,21,8205906,8205907,3,"1,2,3",1,1,1,,,cg25620580,CGdb - Multimapper,,,,
19142,21,8205885,8206106,ICR_1224,21,8205912,8205913,3,"1,2,3",1,1,1,,,cg25620581,CGdb - Multimapper,,,,
19143,21,8205885,8206106,ICR_1224,21,8205918,8205919,3,"1,2,3",1,1,1,,,cg25620582,CGdb - Multimapper,,,,
19144,21,8205885,8206106,ICR_1224,21,8205920,8205921,3,"1,2,3",1,1,1,,,cg25620583,CGdb - Multimapper,,,,
19145,21,8205885,8206106,ICR_1224,21,8205928,8205929,3,"1,2,3",1,1,1,,,cg25620584,CGdb - Multimapper,,,,
19146,21,8205885,8206106,ICR_1224,21,8205934,8205935,3,"1,2,3",1,1,1,,,cg25620585,CGdb - Multimapper,,,,
19147,21,8205885,8206106,ICR_1224,21,8205952,8205953,3,"1,2,3",1,1,1,,,cg25620586,CGdb - Multimapper,,,,
19148,21,8205885,8206106,ICR_1224,21,8205957,8205958,3,"1,2,3",1,1,1,,,cg25620587,CGdb - Multimapper,,,,
19149,21,8205885,8206106,ICR_1224,21,8205962,8205963,3,"1,2,3",1,1,1,,,cg25620588,CGdb - Multimapper,,,,
19150,21,8205885,8206106,ICR_1224,21,8205975,8205976,3,"1,2,3",1,1,1,,,cg25620589,CGdb - Multimapper,,,,
19151,21,8205885,8206106,ICR_1224,21,8205978,8205979,3,"1,2,3",1,1,1,,,cg25620590,CGdb - Multimapper,,,,
19152,21,8205885,8206106,ICR_1224,21,8205994,8205995,3,"1,2,3",1,1,1,,,cg25620592,CGdb - Multimapper,,,,
19153,21,8205885,8206106,ICR_1224,21,8206007,8206008,3,"1,2,3",1,1,1,,,cg25620593,CGdb - Multimapper,,,,
19154,21,8205885,8206106,ICR_1224,21,8206015,8206016,3,"1,2,3",1,1,1,,,cg25620594,CGdb - Multimapper,,,,
19155,21,8205885,8206106,ICR_1224,21,8206035,8206036,3,"1,2,3",1,1,1,,,cg25620595,CGdb - Multimapper,,,,
19156,21,8205885,8206106,ICR_1224,21,8206041,8206042,3,"1,2,3",1,1,1,,,cg25620596,CGdb - Multimapper,,,,
19157,21,8205885,8206106,ICR_1224,21,8206043,8206044,3,"1,2,3",1,1,1,,,cg25620597,CGdb - Multimapper,,,,
19158,21,8205885,8206106,ICR_1224,21,8206045,8206046,3,"1,2,3",1,1,1,,,cg25620598,CGdb - Multimapper,,,,
19159,21,8205885,8206106,ICR_1224,21,8206061,8206062,3,"1,2,3",1,1,1,,,cg25620599,CGdb - Multimapper,,,,
19160,21,8205885,8206106,ICR_1224,21,8206069,8206070,3,"1,2,3",1,1,1,,,cg25620600,CGdb - Multimapper,,,,
19161,21,8205885,8206106,ICR_1224,21,8206077,8206078,3,"1,2,3",1,1,1,,,cg25620601,CGdb - Multimapper,,,,
19162,21,8205885,8206106,ICR_1224,21,8206081,8206082,3,"1,2,3",1,1,1,,,cg25620602,CGdb - Multimapper,,,,
19163,21,8205885,8206106,ICR_1224,21,8206083,8206084,3,"1,2,3",1,1,1,,,cg25620603,CGdb - Multimapper,,,,
19164,21,8205885,8206106,ICR_1224,21,8206098,8206099,3,"1,2,3",1,1,1,,,cg25620604,CGdb - Multimapper,,,,
19165,21,8205885,8206106,ICR_1224,21,8206105,8206106,3,"1,2,3",1,1,1,,,cg25620605,CGdb - Multimapper,,,,
19166,21,8206343,8206514,ICR_1225,21,8206359,8206360,3,"1,2,3",1,1,1,,,cg25620644,CGdb - Multimapper,,,,
19167,21,8206343,8206514,ICR_1225,21,8206365,8206366,3,"1,2,3",1,1,1,,,cg25620645,CGdb - Multimapper,,,,
19168,21,8206343,8206514,ICR_1225,21,8206369,8206370,3,"1,2,3",1,1,1,,,cg25620646,CGdb - Multimapper,,,,
19169,21,8206343,8206514,ICR_1225,21,8206374,8206375,3,"1,2,3",1,1,1,,,cg25620647,CGdb - Multimapper,,,,
19170,21,8206343,8206514,ICR_1225,21,8206381,8206382,3,"1,2,3",1,1,1,,,cg25620648,CGdb - Multimapper,,,,
19171,21,8206343,8206514,ICR_1225,21,8206385,8206386,3,"1,2,3",1,1,1,,,cg25620649,CGdb - Multimapper,,,,
19172,21,8206343,8206514,ICR_1225,21,8206389,8206390,3,"1,2,3",1,1,1,,,cg25620650,CGdb - Multimapper,,,,
19173,21,8206343,8206514,ICR_1225,21,8206396,8206397,3,"1,2,3",1,1,1,,,cg25620651,CGdb - Multimapper,,,,
19174,21,8206343,8206514,ICR_1225,21,8206402,8206403,3,"1,2,3",1,1,1,,,cg25620652,CGdb - Multimapper,,,,
19175,21,8206343,8206514,ICR_1225,21,8206414,8206415,3,"1,2,3",1,1,1,,,cg25620653,CGdb - Multimapper,,,,
19176,21,8206343,8206514,ICR_1225,21,8206420,8206421,3,"1,2,3",1,1,1,,,cg25620654,CGdb - Multimapper,,,,
19177,21,8206343,8206514,ICR_1225,21,8206431,8206432,3,"1,2,3",1,1,1,,,cg25620655,CGdb - Multimapper,,,,
19178,21,8206343,8206514,ICR_1225,21,8206434,8206435,3,"1,2,3",1,1,1,,,cg25620656,CGdb - Multimapper,,,,
19179,21,8206343,8206514,ICR_1225,21,8206444,8206445,3,"1,2,3",1,1,1,,,cg25620657,CGdb - Multimapper,,,,
19180,21,8206343,8206514,ICR_1225,21,8206449,8206450,3,"1,2,3",1,1,1,,,cg25620658,CGdb - Multimapper,,,,
19181,21,8206343,8206514,ICR_1225,21,8206455,8206456,3,"1,2,3",1,1,1,,,cg25620659,CGdb - Multimapper,,,,
19182,21,8206343,8206514,ICR_1225,21,8206460,8206461,3,"1,2,3",1,1,1,,,cg25620660,CGdb - Multimapper,,,,
19183,21,8206343,8206514,ICR_1225,21,8206462,8206463,3,"1,2,3",1,1,1,,,cg25620661,CGdb - Multimapper,,,,
19184,21,8206343,8206514,ICR_1225,21,8206465,8206466,3,"1,2,3",1,1,1,,,cg25620662,CGdb - Multimapper,,,,
19185,21,8206343,8206514,ICR_1225,21,8206469,8206470,3,"1,2,3",1,1,1,,,cg25620663,CGdb - Multimapper,,,,
19186,21,8206343,8206514,ICR_1225,21,8206476,8206477,3,"1,2,3",1,1,1,,,cg25620664,CGdb - Multimapper,,,,
19187,21,8206343,8206514,ICR_1225,21,8206480,8206481,3,"1,2,3",1,1,1,,,cg25620665,CGdb - Multimapper,,,,
19188,21,8206343,8206514,ICR_1225,21,8206484,8206485,3,"1,2,3",1,1,1,,,cg25620666,CGdb - Multimapper,,,,
19189,21,8206343,8206514,ICR_1225,21,8206489,8206490,3,"1,2,3",1,1,1,,,cg25620667,CGdb - Multimapper,,,,
19190,21,8206343,8206514,ICR_1225,21,8206493,8206494,3,"1,2,3",1,1,1,,,cg25620668,CGdb - Multimapper,,,,
19191,21,8206343,8206514,ICR_1225,21,8206499,8206500,3,"1,2,3",1,1,1,,,cg25620669,CGdb - Multimapper,,,,
19192,21,8206343,8206514,ICR_1225,21,8206508,8206509,3,"1,2,3",1,1,1,,,cg25620670,CGdb - Multimapper,,,,
19193,21,8206343,8206514,ICR_1225,21,8206513,8206514,3,"1,2,3",1,1,1,,,cg25620671,CGdb - Multimapper,,,,
19194,21,8207053,8207144,ICR_1226,21,8207054,8207055,3,"1,2,3",1,1,1,,,cg25620754,CGdb - Multimapper,,,,
19195,21,8207053,8207144,ICR_1226,21,8207056,8207057,3,"1,2,3",1,1,1,,,cg25620755,CGdb - Multimapper,,,,
19196,21,8207053,8207144,ICR_1226,21,8207061,8207062,3,"1,2,3",1,1,1,,,cg25620756,CGdb - Multimapper,,,,
19197,21,8207053,8207144,ICR_1226,21,8207069,8207070,3,"1,2,3",1,1,1,,,cg25620757,CGdb - Multimapper,,,,
19198,21,8207053,8207144,ICR_1226,21,8207073,8207074,3,"1,2,3",1,1,1,,,cg25620758,CGdb - Multimapper,,,,
19199,21,8207053,8207144,ICR_1226,21,8207075,8207076,3,"1,2,3",1,1,1,,,cg25620759,CGdb - Multimapper,,,,
19200,21,8207053,8207144,ICR_1226,21,8207084,8207085,3,"1,2,3",1,1,1,,,cg25620761,CGdb - Multimapper,,,,
19201,21,8207053,8207144,ICR_1226,21,8207089,8207090,3,"1,2,3",1,1,1,,,cg25620762,CGdb - Multimapper,,,,
19202,21,8207053,8207144,ICR_1226,21,8207097,8207098,3,"1,2,3",1,1,1,,,cg25620763,CGdb - Multimapper,,,,
19203,21,8207053,8207144,ICR_1226,21,8207099,8207100,3,"1,2,3",1,1,1,,,cg25620764,CGdb - Multimapper,,,,
19204,21,8207053,8207144,ICR_1226,21,8207103,8207104,3,"1,2,3",1,1,1,,,cg25620765,CGdb - Multimapper,,,,
19205,21,8207053,8207144,ICR_1226,21,8207106,8207107,3,"1,2,3",1,1,1,,,cg25620766,CGdb - Multimapper,,,,
19206,21,8207053,8207144,ICR_1226,21,8207110,8207111,3,"1,2,3",1,1,1,,,cg25620767,CGdb - Multimapper,,,,
19207,21,8207053,8207144,ICR_1226,21,8207114,8207115,3,"1,2,3",1,1,1,,,cg25620768,CGdb - Multimapper,,,,
19208,21,8207053,8207144,ICR_1226,21,8207117,8207118,3,"1,2,3",1,1,1,,,cg25620769,CGdb - Multimapper,,,,
19209,21,8207053,8207144,ICR_1226,21,8207128,8207129,3,"1,2,3",1,1,1,,,cg25620770,CGdb - Multimapper,,,,
19210,21,8207053,8207144,ICR_1226,21,8207139,8207140,3,"1,2,3",1,1,1,,,cg25620771,CGdb - Multimapper,,,,
19211,21,8207053,8207144,ICR_1226,21,8207143,8207144,3,"1,2,3",1,1,1,,,cg25620772,CGdb - Multimapper,,,,
19212,21,8207995,8208028,ICR_1227,21,8207999,8208000,3,"1,2,3",1,1,1,,,cg25620893,CGdb - Multimapper,,,,
19213,21,8207995,8208028,ICR_1227,21,8208006,8208007,3,"1,2,3",1,1,1,,,cg25620894,CGdb - Multimapper,,,,
19214,21,8207995,8208028,ICR_1227,21,8208016,8208017,3,"1,2,3",1,1,1,,,cg25620895,CGdb - Multimapper,,,,
19215,21,8207995,8208028,ICR_1227,21,8208023,8208024,3,"1,2,3",1,1,1,,,cg25620896,CGdb - Multimapper,,,,
19216,21,8207995,8208028,ICR_1227,21,8208027,8208028,3,"1,2,3",1,1,1,,,cg25620897,CGdb - Multimapper,,,,
19229,21,8209431,8209533,ICR_1228,21,8209497,8209498,3,"1,2,3",1,1,1,,,cg25621173,CGdb - Multimapper,,,,
19230,21,8209431,8209533,ICR_1228,21,8209501,8209502,3,"1,2,3",1,1,1,,,cg25621174,CGdb - Multimapper,,,,
19231,21,8209431,8209533,ICR_1228,21,8209505,8209506,3,"1,2,3",1,1,1,,,cg25621175,CGdb - Multimapper,,,,
19232,21,8209431,8209533,ICR_1228,21,8209509,8209510,3,"1,2,3",1,1,1,,,cg25621176,CGdb - Multimapper,,,,
19233,21,8209431,8209533,ICR_1228,21,8209511,8209512,3,"1,2,3",1,1,1,,,cg25621177,CGdb - Multimapper,,,,
19234,21,8209431,8209533,ICR_1228,21,8209516,8209517,3,"1,2,3",1,1,1,,,cg25621178,CGdb - Multimapper,,,,
19235,21,8209431,8209533,ICR_1228,21,8209520,8209521,3,"1,2,3",1,1,1,,,cg25621179,CGdb - Multimapper,,,,
19236,21,8209431,8209533,ICR_1228,21,8209524,8209525,3,"1,2,3",1,1,1,,,cg25621180,CGdb - Multimapper,,,,
19237,21,8209431,8209533,ICR_1228,21,8209528,8209529,3,"1,2,3",1,1,1,,,cg25621181,CGdb - Multimapper,,,,
19238,21,8209431,8209533,ICR_1228,21,8209532,8209533,3,"1,2,3",1,1,1,,,cg25621183,CGdb - Multimapper,,,,
19239,21,8210080,8210254,ICR_1229,21,8210108,8210109,3,"1,2,3",1,1,1,,,cg25621243,CGdb - Multimapper,,,,
19240,21,8210080,8210254,ICR_1229,21,8210110,8210111,3,"1,2,3",1,1,1,,,cg25621244,CGdb - Multimapper,,,,
19241,21,8210080,8210254,ICR_1229,21,8210127,8210128,3,"1,2,3",1,1,1,,,cg25621245,CGdb - Multimapper,,,,
19242,21,8210080,8210254,ICR_1229,21,8210132,8210133,3,"1,2,3",1,1,1,,,cg25621246,CGdb - Multimapper,,,,
19243,21,8210080,8210254,ICR_1229,21,8210146,8210147,3,"1,2,3",1,1,1,,,cg25621247,CGdb - Multimapper,,,,
19244,21,8210080,8210254,ICR_1229,21,8210172,8210173,3,"1,2,3",1,1,1,,,cg25621248,CGdb - Multimapper,,,,
19245,21,8210080,8210254,ICR_1229,21,8210214,8210215,3,"1,2,3",1,1,1,,,cg25621249,CGdb - Multimapper,,,,
19246,21,8210080,8210254,ICR_1229,21,8210251,8210252,3,"1,2,3",1,1,1,,,cg25621250,CGdb - Multimapper,,,,
19247,21,8210080,8210254,ICR_1229,21,8210253,8210254,3,"1,2,3",1,1,1,,,cg25621251,CGdb - Multimapper,,,,
19248,21,8210530,8210733,ICR_1230,21,8210556,8210557,3,"1,2,3",1,1,1,,,cg25621277,CGdb - Multimapper,,,,
19249,21,8210530,8210733,ICR_1230,21,8210560,8210561,3,"1,2,3",1,1,1,,,cg25621278,CGdb - Multimapper,,,,
19250,21,8210530,8210733,ICR_1230,21,8210570,8210571,3,"1,2,3",1,1,1,,,cg25621279,CGdb - Multimapper,,,,
19251,21,8210530,8210733,ICR_1230,21,8210577,8210578,3,"1,2,3",1,1,1,,,cg25621280,CGdb - Multimapper,,,,
19252,21,8210530,8210733,ICR_1230,21,8210580,8210581,3,"1,2,3",1,1,1,,,cg25621281,CGdb - Multimapper,,,,
19253,21,8210530,8210733,ICR_1230,21,8210603,8210604,3,"1,2,3",1,1,1,,,cg25621282,CGdb - Multimapper,,,,
19254,21,8210530,8210733,ICR_1230,21,8210606,8210607,3,"1,2,3",1,1,1,,,cg25621283,CGdb - Multimapper,,,,
19255,21,8210530,8210733,ICR_1230,21,8210613,8210614,3,"1,2,3",1,1,1,,,cg25621284,CGdb - Multimapper,,,,
19256,21,8210530,8210733,ICR_1230,21,8210623,8210624,3,"1,2,3",1,1,1,,,cg25621285,CGdb - Multimapper,,,,
19257,21,8210530,8210733,ICR_1230,21,8210661,8210662,3,"1,2,3",1,1,1,,,cg25621287,CGdb - Multimapper,,,,
19258,21,8210530,8210733,ICR_1230,21,8210668,8210669,3,"1,2,3",1,1,1,,,cg25621288,CGdb - Multimapper,,,,
19259,21,8210530,8210733,ICR_1230,21,8210676,8210677,3,"1,2,3",1,1,1,,,cg25621289,CGdb - Multimapper,,,,
19260,21,8210530,8210733,ICR_1230,21,8210682,8210683,3,"1,2,3",1,1,1,,,cg25621290,CGdb - Multimapper,,,,
19261,21,8210530,8210733,ICR_1230,21,8210693,8210694,3,"1,2,3",1,1,1,,,cg25621291,CGdb - Multimapper,,,,
19262,21,8210530,8210733,ICR_1230,21,8210696,8210697,3,"1,2,3",1,1,1,,,cg25621292,CGdb - Multimapper,,,,
19263,21,8210530,8210733,ICR_1230,21,8210704,8210705,3,"1,2,3",1,1,1,,,cg25621293,CGdb - Multimapper,,,,
19264,21,8210530,8210733,ICR_1230,21,8210714,8210715,3,"1,2,3",1,1,1,,,cg25621294,CGdb - Multimapper,,,,
19265,21,8210530,8210733,ICR_1230,21,8210720,8210721,3,"1,2,3",1,1,1,,,cg25621295,CGdb - Multimapper,,,,
19266,21,8210530,8210733,ICR_1230,21,8210724,8210725,3,"1,2,3",1,1,1,,,cg25621296,CGdb - Multimapper,,,,
19267,21,8210530,8210733,ICR_1230,21,8210727,8210728,3,"1,2,3",1,1,1,,,cg25621297,CGdb - Multimapper,,,,
19268,21,8210530,8210733,ICR_1230,21,8210732,8210733,3,"1,2,3",1,1,1,,,cg25621298,CGdb - Multimapper,,,,
19269,21,8211004,8211157,ICR_1231,21,8211009,8211010,3,"1,2,3",1,1,1,,,cg25621315,CGdb - Multimapper,,,,
19270,21,8211004,8211157,ICR_1231,21,8211013,8211014,3,"1,2,3",1,1,1,,,cg25621316,CGdb - Multimapper,,,,
19271,21,8211004,8211157,ICR_1231,21,8211039,8211040,3,"1,2,3",1,1,1,,,cg25621317,CGdb - Multimapper,,,,
19272,21,8211004,8211157,ICR_1231,21,8211041,8211042,3,"1,2,3",1,1,1,,,cg25621318,CGdb - Multimapper,,,,
19273,21,8211004,8211157,ICR_1231,21,8211048,8211049,3,"1,2,3",1,1,1,,,cg25621319,CGdb - Multimapper,,,,
19274,21,8211004,8211157,ICR_1231,21,8211052,8211053,3,"1,2,3",1,1,1,,,cg25621320,CGdb - Multimapper,,,,
19275,21,8211004,8211157,ICR_1231,21,8211056,8211057,3,"1,2,3",1,1,1,,,cg25621321,CGdb - Multimapper,,,,
19276,21,8211004,8211157,ICR_1231,21,8211059,8211060,3,"1,2,3",1,1,1,,,cg25621322,CGdb - Multimapper,,,,
19277,21,8211004,8211157,ICR_1231,21,8211089,8211090,3,"1,2,3",1,1,1,,,cg25621323,CGdb - Multimapper,,,,
19278,21,8211004,8211157,ICR_1231,21,8211101,8211102,3,"1,2,3",1,1,1,,,cg25621324,CGdb - Multimapper,,,,
19279,21,8211004,8211157,ICR_1231,21,8211142,8211143,3,"1,2,3",1,1,1,,,cg25621325,CGdb - Multimapper,,,,
19280,21,8211004,8211157,ICR_1231,21,8211152,8211153,3,"1,2,3",1,1,1,,,cg25621326,CGdb - Multimapper,,,,
19281,21,8211004,8211157,ICR_1231,21,8211154,8211155,3,"1,2,3",1,1,1,,,cg25621327,CGdb - Multimapper,,,,
19282,21,8211004,8211157,ICR_1231,21,8211156,8211157,3,"1,2,3",1,1,1,,,cg25621328,CGdb - Multimapper,,,,
19283,21,8211424,8211524,ICR_1232,21,8211427,8211428,3,"1,2,3",1,1,1,,,cg25621355,CGdb - Multimapper,,,,
19284,21,8211424,8211524,ICR_1232,21,8211457,8211458,3,"1,2,3",1,1,1,,,cg25621356,CGdb - Multimapper,,,,
19285,21,8211424,8211524,ICR_1232,21,8211471,8211472,3,"1,2,3",1,1,1,,,cg25621357,CGdb - Multimapper,,,,
19286,21,8211424,8211524,ICR_1232,21,8211485,8211486,3,"1,2,3",1,1,1,,,cg25621358,CGdb - Multimapper,,,,
19287,21,8211424,8211524,ICR_1232,21,8211500,8211501,3,"1,2,3",1,1,1,,,cg25621359,CGdb - Multimapper,,,,
19288,21,8211424,8211524,ICR_1232,21,8211507,8211508,3,"1,2,3",1,1,1,,,cg25621360,CGdb - Multimapper,,,,
19289,21,8211424,8211524,ICR_1232,21,8211514,8211515,3,"1,2,3",1,1,1,,,cg25621361,CGdb - Multimapper,,,,
19290,21,8211424,8211524,ICR_1232,21,8211521,8211522,3,"1,2,3",1,1,1,,,cg25621362,CGdb - Multimapper,,,,
19291,21,8211424,8211524,ICR_1232,21,8211523,8211524,3,"1,2,3",1,1,1,,,cg25621363,CGdb - Multimapper,,,,
19292,21,8211781,8211805,ICR_1233,21,8211786,8211787,3,"1,2,3",1,1,1,,,cg25621412,CGdb - Multimapper,,,,
19293,21,8211781,8211805,ICR_1233,21,8211789,8211790,3,"1,2,3",1,1,1,,,cg25621413,CGdb - Multimapper,,,,
19294,21,8211781,8211805,ICR_1233,21,8211792,8211793,3,"1,2,3",1,1,1,,,cg25621414,CGdb - Multimapper,,,,
19295,21,8211781,8211805,ICR_1233,21,8211801,8211802,3,"1,2,3",1,1,1,,,cg25621415,CGdb - Multimapper,,,,
