icr,location,zf1,zf2,zf3,,
ICR_1136^,chr19:53553906-53554999,,,,,
ICR_1137,chr19:55366121-55366170,,,,,
ICR_1138,chr19:55444225-55444310,,,,,
ICR_1139^,chr19:55493632-55493692,,,,,
ICR_1140,chr19:55545891-55546024,,,,,
ICR_1141^,chr19:56478788-56479078,,,,,
ICR_1142*^#,chr19:56837320-56841439,ZFP57,ZFP57,,,
ICR_1143^,chr19:56942840-56943184,,,,,
ICR_1144,chr19:57708235-57708333,,,,,
ICR_1145*^,chr19:58329076-58329167,,,,,
ICR_1146,chr19:58357064-58357218,ZFP57,,,,
ICR_1147,chr19:58367655-58367750,ZFP57,,,,
ICR_1148,chr19:58367876-58368275,ZFP57,,,,
ICR_1149^,chr20:890832-892113,,,,,
ICR_1150^,chr20:1874501-1874963,,,,,
ICR_1151,chr20:2754762-2755675,,,,,
ICR_1152,chr20:4248057-4248319,,,,,
ICR_1153^,chr20:8133537-8134006,,,,,
ICR_1154^,chr20:18504463-18504631,ZFP57,,,,
ICR_1155^,chr20:23164173-23164463,,,,,
ICR_1156*^,chr20:25751203-25751633,,,,,
ICR_1157^,chr20:26009576-26009828,,,,,
ICR_1158,chr20:28611219-28614382,,,,,
ICR_1159,chr20:29299480-29299787,,,,,
ICR_1160,chr20:29319042-29319248,,,,,
ICR_1161,chr20:29325493-29325868,,,,,
ICR_1162,chr20:29408910-29409184,,,,,
ICR_1163,chr20:29410544-29410646,,,,,
ICR_1164,chr20:29410776-29410829,,,,,
ICR_1165,chr20:29411151-29411665,,,,,
ICR_1166,chr20:29455174-29456097,,,,,
ICR_1167,chr20:29477464-29478281,,,,,
ICR_1168,chr20:29497576-29497608,,,,,
ICR_1169,chr20:29729579-29732420,,,,,
ICR_1170,chr20:29742731-29742778,,,,,
ICR_1171,chr20:29743810-29743884,,,,,
ICR_1172,chr20:29764040-29764101,,,,,
ICR_1173,chr20:29764588-29764756,,,,,
ICR_1174,chr20:29868336-29870377,,,,,
ICR_1175,chr20:29874049-29874267,,,,,
ICR_1176,chr20:29877880-29878128,,,,,
ICR_1177,chr20:29878870-29878965,,,,,
ICR_1178,chr20:30168342-30168399,,,,,
ICR_1179,chr20:30283622-30283834,,,,,
ICR_1180,chr20:30284340-30284720,,,,,
ICR_1181^,chr20:30288471-30289510,,,,,
ICR_1182,chr20:30488015-30488659,,,,,
ICR_1183,chr20:30489488-30489608,,,,,
ICR_1184,chr20:30593789-30593857,,,,,
ICR_1185,chr20:30639491-30641610,,,,,
ICR_1186,chr20:30871233-30872165,,,,,
ICR_1187,chr20:30892127-30892735,,,,,
ICR_1188,chr20:30908350-30908516,,,,,
ICR_1189,chr20:30922381-30922438,,,,,
ICR_1190^,chr20:31496438-31497008,,,,,
ICR_1191*^,chr20:31547027-31548129,,,,,
ICR_1192^#,chr20:37520202-37521842,ZFP57,ZFP57,ZFP445,ZFP445,
ICR_1193^#,chr20:37522341-37522993,ZFP57,ZFP57,ZFP445,,
ICR_1194*^#,chr20:43513725-43515256,,,,,
ICR_1195,chr20:44115828-44115890,ZFP57,,,,
ICR_1196*^,chr20:44750133-44750578,ZFP57,,,,
ICR_1197^,chr20:45312226-45312454,,,,,
ICR_1198^,chr20:45971224-45971284,,,,,
ICR_1199,chr20:46009742-46009970,ZFP57,,,,
ICR_1200,chr20:46153336-46153644,,,,,
ICR_1201,chr20:46210329-46210446,,,,,
ICR_1202^,chr20:46541615-46541812,,,,,
ICR_1203^,chr20:57350801-57350963,,,,,
ICR_1204^,chr20:58467428-58467570,,,,,
ICR_1205*^#,chr20:58839107-58842875,,ZFP445,,,
ICR_1206*^#,chr20:58850158-58852357,ZFP57,ZFP57,ZFP445,,
ICR_1207*^,chr20:58853850-58856828,ZFP57,ZFP57,ZFP57,ZFP445,ZFP445
ICR_1208^,chr20:58888275-58890270,ZFP57,,,,
ICR_1209*^,chr20:59220788-59221858,,,,,
ICR_1210^,chr20:62064979-62065036,,,,,
ICR_1211,chr20:62581580-62581898,,,,,
ICR_1212*^,chr20:62875532-62875657,,,,,
ICR_1213,chr20:63003240-63003541,,,,,
ICR_1214,chr20:63114505-63114687,,,,,
ICR_1215,chr20:63262397-63262526,,,,,
ICR_1216,chr20:63474459-63475096,,,,,
ICR_1217*,chr20:63482662-63482947,,,,,
ICR_1218,chr20:63738421-63738536,,,,,
ICR_1219*^,chr20:63909737-63909918,,ZFP445,,,
ICR_1220,chr21:5223187-5224121,,,,,
ICR_1221,chr21:5240706-5242547,,,,,
ICR_1222,chr21:7943768-7943974,,,,,
ICR_1223,chr21:8205580-8205618,,,,,
ICR_1224,chr21:8205885-8206106,,,,,
ICR_1225,chr21:8206343-8206514,,,,,
ICR_1226,chr21:8207053-8207144,,,,,
ICR_1227,chr21:8207995-8208028,,,,,
ICR_1228,chr21:8209431-8209533,,,,,
ICR_1229,chr21:8210080-8210254,,,,,
ICR_1230,chr21:8210530-8210733,,,,,
ICR_1231,chr21:8211004-8211157,,,,,
ICR_1232,chr21:8211424-8211524,,,,,
ICR_1233,chr21:8211781-8211805,,,,,
ICR_1234,chr21:8212080-8212139,,,,,
ICR_1235,chr21:8213080-8213132,,,,,
ICR_1236,chr21:8214822-8214873,,,,,
ICR_1237,chr21:8215614-8215723,,,,,
ICR_1238,chr21:8216148-8216317,,,,,
ICR_1239,chr21:8216729-8216785,,,,,
ICR_1240,chr21:8217611-8217759,,,,,
ICR_1241,chr21:8220792-8221021,,,,,
ICR_1242,chr21:8226175-8226554,,,,,
ICR_1243,chr21:8236929-8237069,,,,,
ICR_1244,chr21:8249017-8249144,,,,,
ICR_1245,chr21:8249869-8249897,,,,,
ICR_1246,chr21:8250138-8250293,,,,,
ICR_1247,chr21:8250538-8250718,,,,,
ICR_1248,chr21:8251123-8251349,,,,,
ICR_1249,chr21:8254357-8254812,,,,,
ICR_1250,chr21:8254977-8255149,,,,,
ICR_1251,chr21:8255967-8256008,,,,,
ICR_1252,chr21:8256623-8256667,,,,,
ICR_1253,chr21:8259051-8259198,,,,,
ICR_1254,chr21:8259990-8260098,,,,,
ICR_1255,chr21:8260342-8260639,,,,,
ICR_1256,chr21:8388627-8388658,,,,,
ICR_1257,chr21:8389622-8389676,,,,,
ICR_1258,chr21:8393074-8393383,,,,,
ICR_1259,chr21:8393565-8393774,,,,,
ICR_1260,chr21:8394039-8394188,,,,,
ICR_1261,chr21:8394459-8394550,,,,,
ICR_1262,chr21:8394810-8394840,,,,,
ICR_1263,chr21:8394978-8395322,,,,,
ICR_1264,chr21:8397411-8397431,,,,,
ICR_1265,chr21:8398648-8398748,,,,,
ICR_1266,chr21:8399142-8399444,,,,,
ICR_1267,chr21:8400649-8400889,,,,,
ICR_1268,chr21:8402302-8402340,,,,,
ICR_1269,chr21:8409174-8409553,,,,,
ICR_1270,chr21:8419436-8419753,,,,,
ICR_1271,chr21:8432767-8432863,,,,,
ICR_1272,chr21:8433163-8433213,,,,,
ICR_1273,chr21:8434286-8434377,,,,,
ICR_1274,chr21:8436170-8436219,,,,,
ICR_1275,chr21:8437284-8437586,,,,,
ICR_1276,chr21:8437775-8437869,,,,,
ICR_1277,chr21:8438249-8438398,,,,,
ICR_1278,chr21:8439464-8439537,,,,,
ICR_1279,chr21:8439665-8439709,,,,,
ICR_1280,chr21:8442841-8443116,,,,,
ICR_1281,chr21:8443377-8443679,,,,,
ICR_1282,chr21:8444891-8445121,,,,,
ICR_1283,chr21:8445357-8445469,,,,,
ICR_1284,chr21:8453321-8453640,,,,,
ICR_1285,chr21:8876858-8878492,,,,,
ICR_1286^,chr21:8986610-8986681,,,,,
ICR_1287^,chr21:8987462-8987511,,,,,
ICR_1288^,chr21:8987626-8987650,,,,,
ICR_1289^,chr21:8987972-8988075,,,,,
ICR_1290,chr21:9068512-9068795,,,,,
ICR_1291,chr21:9138607-9139589,,,,,
ICR_1292,chr21:9145063-9146557,,,,,
ICR_1293*,chr21:9191798-9193112,,,,,
ICR_1294,chr21:9252971-9254122,,,,,
ICR_1295,chr21:9257941-9259184,,,,,
ICR_1296,chr21:9265816-9266689,,,,,
ICR_1297,chr21:9311544-9313693,,,,,
ICR_1298*^,chr21:9324916-9325065,,,,,
ICR_1299,chr21:9750301-9750555,,,,,
ICR_1300,chr21:9933593-9935167,,,,,
ICR_1301^,chr21:10014815-10014908,,,,,
ICR_1302,chr21:10119513-10119529,,,,,
ICR_1303,chr21:10121978-10122227,,,,,
ICR_1304,chr21:10130148-10131679,,,,,
ICR_1305,chr21:10328926-10329886,,,,,
ICR_1306*^,chr21:10342377-10342421,,,,,
ICR_1307*^,chr21:10468190-10469266,,,,,
ICR_1308,chr21:10651725-10651919,,,,,
ICR_1309,chr21:10667761-10668157,,,,,
ICR_1310,chr21:10676655-10677098,,,,,
ICR_1311,chr21:10736093-10736681,,,,,
ICR_1312,chr21:10740063-10740387,,,,,
ICR_1313,chr21:10802832-10804215,,,,,
ICR_1314*^,chr21:29077180-29077327,,,,,
ICR_1315*^,chr21:29155405-29155931,,,,,
ICR_1316,chr21:33034116-33034763,,,,,
ICR_1317^,chr21:36994558-36994589,,,,,
ICR_1318,chr21:37007362-37007511,,,,,
ICR_1319^,chr21:37590794-37591276,,,,,
ICR_1320^,chr21:39385584-39386256,,,,,
ICR_1321*^,chr21:42063975-42064308,,,,,
ICR_1322^,chr21:42659906-42660063,,,,,
ICR_1323^,chr21:43574703-43575138,,,,,
ICR_1324,chr21:44391463-44391494,,,,,
ICR_1325,chr21:44818820-44818854,ZFP57,,,,
ICR_1326^,chr21:44982807-44983007,ZFP57,,,,
ICR_1327^,chr21:45359946-45360583,,,,,
ICR_1328,chr21:45413377-45413676,,,,,
ICR_1329,chr21:45555294-45555347,,,,,
ICR_1330,chr22:10571860-10571914,,,,,
ICR_1331,chr22:10572628-10572683,,,,,
ICR_1332,chr22:10929116-10929608,,,,,
ICR_1333,chr22:10961728-10961761,,,,,
ICR_1334,chr22:11039672-11040300,,,,,
ICR_1335,chr22:11252497-11252647,,,,,
ICR_1336,chr22:11295024-11295784,,,,,
ICR_1337,chr22:11353621-11355111,,,,,
ICR_1338,chr22:11449354-11449684,,,,,
ICR_1339,chr22:11465275-11466829,,,,,
ICR_1340,chr22:11827467-11828142,,,,,
ICR_1341,chr22:11915066-11917239,,,,,
ICR_1342,chr22:12036770-12038659,,,,,
ICR_1343,chr22:12078178-12078767,,,,,
ICR_1344,chr22:12097908-12098015,,,,,
ICR_1345,chr22:12172503-12172718,,,,,
ICR_1346,chr22:12176173-12176388,,,,,
ICR_1347,chr22:12600959-12601368,,,,,
ICR_1348,chr22:12601693-12601904,,,,,
ICR_1349,chr22:12693850-12693914,,,,,
ICR_1350,chr22:12873488-12874567,,,,,
ICR_1351,chr22:15553939-15554047,,,,,
ICR_1352,chr22:15880965-15881299,,,,,
ICR_1353,chr22:18025220-18025583,ZFP57,,,,
ICR_1354,chr22:18569467-18569592,,,,,
ICR_1355*^,chr22:18967907-18968273,ZFP57,,,,
ICR_1356^,chr22:19749148-19749533,,,,,
ICR_1357,chr22:19768265-19768546,ZFP57,ZFP57,,,
ICR_1358,chr22:20670772-20670970,ZFP57,,,,
ICR_1359,chr22:21865747-21866184,,,,,
ICR_1360,chr22:22114750-22114842,,,,,
ICR_1361,chr22:24211145-24211554,,,,,
ICR_1362^,chr22:24494131-24494362,ZFP57,,,,
ICR_1363,chr22:26910559-26910822,,,,,
ICR_1364^,chr22:27780254-27780522,,,,,
ICR_1365^,chr22:29208841-29209158,,,,,
ICR_1366,chr22:31104622-31104758,ZFP57,ZFP445,,,
ICR_1367*^,chr22:32041878-32043341,,,,,
ICR_1368*,chr22:32203909-32204959,,,,,
ICR_1369,chr22:36564370-36564591,,,,,
ICR_1370,chr22:38828287-38828585,,,,,
ICR_1371,chr22:39557889-39557920,ZFP57,,,,
ICR_1372,chr22:39664168-39664319,,,,,
ICR_1373,chr22:39713307-39713466,,,,,
ICR_1374^,chr22:40040395-40041632,,,,,
ICR_1375^,chr22:41681861-41682938,ZFP57,ZFP445,,,
ICR_1376*^,chr22:42397045-42397355,,,,,
ICR_1377*^,chr22:42532792-42533280,,,,,
ICR_1378,chr22:42547749-42547909,,,,,
ICR_1379^,chr22:43289378-43290003,,,,,
ICR_1380^,chr22:45023162-45023506,,,,,
ICR_1381,chr22:45078010-45078290,,,,,
ICR_1382^,chr22:45162879-45162974,,,,,
ICR_1383,chr22:45428041-45428475,,,,,
ICR_1384,chr22:45877926-45878087,,,,,
ICR_1385*,chr22:48238911-48239473,,,,,
ICR_1386,chr22:48576053-48576066,ZFP57,ZFP57,,,
ICR_1387^,chr22:49935324-49935357,,,,,
ICR_1388^,chr22:50314617-50314942,,,,,
ICR_1389^,chr22:50482322-50482580,,,,,
ICR_1390^,chr22:50506929-50506995,,,,,
ICR_1391,chrX:330527-330751,ZFP57,ZFP445,,,
ICR_1392,chrX:494090-494437,,,,,
ICR_1393,chrX:1208138-1208515,,,,,
ICR_1394,chrX:2325208-2325958,,,,,
ICR_1395^,chrX:2962476-2962843,,,,,
ICR_1396*^,chrX:8783289-8783566,,,,,
ICR_1397^,chrX:9857996-9858420,,,,,
ICR_1398,chrX:11138801-11139297,,,,,
ICR_1399*^,chrX:14244065-14244239,,,,,
ICR_1400*,chrX:17655055-17655175,,,,,
ICR_1401,chrX:17786942-17787094,,,,,
ICR_1402,chrX:18104618-18104736,,,,,
ICR_1403,chrX:19514065-19514434,ZFP57,,,,
ICR_1404^,chrX:20117090-20117193,,,,,
ICR_1405,chrX:21657683-21658001,,,,,
ICR_1406,chrX:29919459-29920091,,,,,
ICR_1407^,chrX:36575019-36576600,,,,,
ICR_1408*,chrX:38474430-38475389,,,,,
ICR_1409*^,chrX:39813662-39814142,,,,,
ICR_1410,chrX:39822216-39822775,,,,,
ICR_1411^,chrX:40157065-40157832,,,,,
ICR_1412,chrX:40205491-40205660,,,,,
ICR_1413^,chrX:40243438-40244131,,,,,
ICR_1414,chrX:41088076-41088234,,,,,
ICR_1415,chrX:42778156-42778387,,,,,
ICR_1416^,chrX:45806771-45807324,,,,,
ICR_1417*^,chrX:47637837-47638168,,,,,
ICR_1418^,chrX:48827533-48827653,,,,,
ICR_1419^,chrX:49072475-49072555,ZFP57,,,,
ICR_1420,chrX:49157267-49157391,,,,,
ICR_1421*^,chrX:49167171-49167897,,,,,
ICR_1422,chrX:49233991-49234143,,,,,
ICR_1423,chrX:52222518-52222852,,,,,
ICR_1424,chrX:53000159-53000569,ZFP57,,,,
ICR_1425*^,chrX:56763914-56764237,,,,,
ICR_1426^,chrX:57909419-57909586,,,,,
ICR_1427,chrX:62517163-62517282,,,,,
ICR_1428^,chrX:62716477-62717078,,,,,
ICR_1429,chrX:64870664-64873851,,,,,
ICR_1430,chrX:65971193-65971333,,,,,
ICR_1431*^,chrX:68685508-68686065,,,,,
ICR_1432,chrX:68736614-68736736,,,,,
ICR_1433^,chrX:69496102-69497671,,,,,
ICR_1434^,chrX:70128674-70129529,,,,,
ICR_1435,chrX:71499987-71500571,,,,,
ICR_1436,chrX:71906120-71906682,,,,,
ICR_1437^,chrX:72713721-72713883,,,,,
ICR_1438*^,chrX:73127734-73128301,,,,,
ICR_1439^,chrX:76147216-76148561,,,,,
ICR_1440,chrX:92105042-92105444,,,,,
ICR_1441^,chrX:99939597-99940400,,,,,
ICR_1442,chrX:102140975-102141536,,,,,
ICR_1443,chrX:102472007-102472147,,,,,
ICR_1444^,chrX:102547184-102547508,ZFP57,,,,
ICR_1445,chrX:103221230-103221495,,,,,
ICR_1446,chrX:104910027-104910754,,,,,
ICR_1447^,chrX:105458750-105459285,,,,,
ICR_1448,chrX:107155820-107156087,,,,,
ICR_1449*,chrX:107936250-107936476,,,,,
ICR_1450^,chrX:109054130-109054591,,,,,
ICR_1451*^,chrX:115892906-115893572,,,,,
ICR_1452^,chrX:116667123-116668428,,,,,
ICR_1453^,chrX:116815756-116816445,,,,,
ICR_1454,chrX:116817144-116817762,,,,,
ICR_1455,chrX:119150778-119151386,,,,,
ICR_1456^,chrX:119759860-119760046,,,,,
ICR_1457,chrX:119993224-119994216,,,,,
ICR_1458*^,chrX:121333162-121334618,,,,,
ICR_1459,chrX:128606464-128606562,,,,,
ICR_1460^,chrX:129337411-129338017,,,,,
ICR_1461^,chrX:129677271-129678103,ZFP57,,,,
ICR_1462^,chrX:129844135-129844659,,,,,
ICR_1463^,chrX:129934362-129934736,,,,,
ICR_1464,chrX:129960826-129961094,,,,,
ICR_1465^,chrX:130958952-130959301,,,,,
ICR_1466,chrX:131278536-131279287,,,,,
ICR_1467*^,chrX:131746197-131747385,,,,,
ICR_1468^,chrX:133437318-133438444,,,,,
ICR_1469,chrX:135422588-135423581,,,,,
ICR_1470*^,chrX:135596590-135596689,,,,,
ICR_1471^,chrX:148741454-148742005,,,,,
ICR_1472,chrX:149471290-149471680,,,,,
ICR_1473^,chrX:153495535-153495619,,,,,
ICR_1474,chrX:153640989-153641378,,,,,
ICR_1475*^,chrX:153644271-153644307,,,,,
ICR_1476^,chrX:153780931-153781167,ZFP57,ZFP57,,,
ICR_1477^,chrX:153949240-153949660,,,,,
ICR_1478^,chrX:153985596-153985803,,,,,
ICR_1479^,chrX:153999530-153999979,,,,,
ICR_1480^,chrX:154019040-154019364,,,,,
ICR_1481^,chrX:154094048-154094698,,,,,
ICR_1482^,chrX:154396788-154397224,ZFP57,,,,
ICR_1483*^,chrX:154399041-154399615,ZFP57,,,,
ICR_1484^,chrX:154408925-154409317,,,,,
ICR_1485^,chrX:154548296-154548666,ZFP57,,,,
ICR_1486^,chrX:154805812-154806063,,,,,
ICR_1487^,chrX:155070793-155070856,,,,,
ICR_1488^,chrX:155641255-155641777,,,,,
